# Generated workload
name,arrival,burst
1,0,94
2,3,73
3,7,67
4,7,96
5,10,55
6,13,88
7,14,84
8,16,70
9,16,55
10,18,92
11,20,69
12,23,88
13,28,77
14,29,94
15,32,72
16,35,52
17,40,72
18,44,77
19,46,90
20,46,54
21,51,90
22,54,73
23,58,97
24,63,60
25,63,59
26,67,93
27,70,52
28,71,54
29,72,99
30,77,73
31,79,74
32,83,52
33,87,59
34,92,78
35,94,73
36,97,98
37,97,86
38,98,83
39,100,75
40,102,91
41,104,65
42,104,51
43,109,61
44,112,83
45,115,85
46,115,66
47,117,95
48,120,63
49,124,68
50,129,81
51,130,57
52,131,54
53,134,61
54,139,78
55,139,93
56,141,92
57,143,95
58,143,85
59,147,68
60,149,60
61,154,95
62,159,90
63,160,100
64,162,82
65,163,57
66,164,100
67,165,65
68,168,51
69,170,85
70,174,73
71,177,85
72,178,89
73,178,54
74,180,75
75,185,96
76,188,83
77,191,99
78,194,86
79,194,58
80,196,91
81,196,78
82,199,93
83,203,72
84,204,99
85,208,90
86,212,61
87,213,77
88,217,53
89,217,83
90,218,69
91,219,60
92,221,95
93,222,72
94,226,68
95,226,66
96,227,90
97,231,67
98,232,90
99,234,89
100,238,55
101,242,91
102,243,87
103,247,59
104,248,92
105,252,96
106,256,71
107,260,52
108,260,55
109,260,91
110,264,66
111,269,63
112,273,76
113,277,90
114,277,81
115,282,84
116,284,91
117,286,80
118,287,93
119,290,69
120,293,54
121,298,53
122,299,78
123,302,80
124,305,63
125,307,88
126,308,70
127,313,70
128,318,72
129,321,58
130,323,82
131,327,56
132,329,65
133,332,57
134,334,78
135,335,59
136,335,53
137,337,74
138,341,76
139,342,60
140,344,86
141,349,70
142,350,98
143,351,81
144,355,79
145,358,69
146,361,51
147,361,75
148,365,79
149,366,63
150,370,72
151,370,53
152,372,81
153,376,91
154,381,80
155,383,84
156,383,56
157,386,58
158,388,96
159,390,98
160,393,73
161,393,75
162,393,86
163,397,62
164,399,85
165,401,54
166,404,82
167,407,98
168,411,67
169,415,93
170,419,57
171,420,56
172,423,73
173,425,85
174,427,98
175,428,62
176,432,82
177,435,82
178,435,52
179,435,58
180,440,71
181,443,83
182,446,59
183,450,82
184,451,70
185,455,70
186,456,75
187,460,97
188,462,87
189,464,82
190,468,84
191,471,95
192,475,69
193,478,51
194,480,71
195,485,57
196,488,87
197,490,100
198,495,94
199,500,51
200,504,80
201,506,91
202,510,86
203,511,96
204,511,87
205,514,60
206,518,90
207,523,89
208,526,59
209,531,65
210,531,86
211,536,57
212,537,51
213,540,70
214,543,59
215,546,94
216,547,76
217,551,99
218,555,80
219,560,96
220,560,95
221,561,83
222,562,85
223,564,92
224,567,83
225,570,70
226,571,79
227,575,71
228,579,72
229,584,99
230,589,93
